,0,1,2,3,4,5,6,7,8,9,10
843,<|startoftext|>,"Reducing the size of stomach is done by separating the stomach into two parts, including a very small section at the top.",<|and|>,One kind of weight loss surgery reduces the size of the stomach.,<|notmiddleterm|>," is done by separating the stomach into two parts, including a very small section at the top.",<|and|>,One kind of weight loss surgery ,<|so|>,"One kind of weight loss surgery is done by separating the stomach into two parts, including a very small section at the top.",<|endoftext|>
867,<|startoftext|>,"When the blood in the body has to pump blood harder than usual, It make person suffer from symptoms like fatigue, migraines, and eventually heart failure.",<|and|>,"Hypertension, or high blood pressure, is when the blood in the body has to pump blood harder than usual.",<|notmiddleterm|>," It make person suffer from symptoms like fatigue, migraines, and eventually heart failure.",<|and|>,"Hypertension, or high blood pressure, is ",<|so|>,"Hypertension, or high blood pressure, is when the person suffer from symptoms like fatigue, migraines, and eventually heart failure.",<|endoftext|>
426,<|startoftext|>,our neighbours's house has burned because of an electrical fault,<|and|>,there has been a fire in our neighbourhood,<|notmiddleterm|>,our house has because of an electrical fault,<|and|>,there has been a in ,<|so|>,there has been a fire because of an electrical fault,<|endoftext|>
1000,<|startoftext|>,Our global warming increases the temperature of the beach sand that female sea turtles nest in.,<|and|>,"When the temperature of the beach sand that female sea turtles nest in increase, may be driving sea turtles into extinction by creating a shortage of males.",<|notmiddleterm|>,Our global warming,<|and|>,"When, may be driving sea turtles into extinction by creating a shortage of males.",<|so|>,Our global warming may be driving sea turtles into extinction by creating a shortage of males.,<|endoftext|>
1708,<|startoftext|>,Unfavorable climate can destruct crops in a field.,<|and|>,Indoor vertical farms are less likely to be supposed to the weather.,<|notmiddleterm|>, can destruct crops in a field.,<|and|>,Indoor vertical farms are less likely to,<|so|>,Indoor vertical farms are less likely to crops destruction.,<|endoftext|>
723,<|startoftext|>,Social engagement is associated with a stronger immune system,<|and|>,You can better fight off diseases with a boosted immune system,<|notmiddleterm|>,Social engagement is associated with a,<|and|>,You can better fight off diseases with a ,<|so|>,You can better fight off diseases when you're socially engaged,<|endoftext|>
1473,<|startoftext|>,Mental illness can not get property insurance.,<|and|>,people who are unqualified to receive personal belongings insurance are at risk of losing all their assets.,<|notmiddleterm|>,Mental illness can ,<|and|>,people who are at risk of losing all their assets.,<|so|>,people with mental illness are at risk of losing all their assets.,<|endoftext|>
1286,<|startoftext|>,Substance in olive oil can help remove beta-amyloid plaques.,<|and|>,One of Alzheimer’s key features is buildup of so-called beta-amyloid plaques inside brain cells.,<|notmiddleterm|>,Substance in olive oil can help remove ,<|and|>,One of Alzheimer’s key features is buildup of so-called  inside brain cells.,<|so|>,olive oil may combat Alzheimer's disease.,<|endoftext|>
302,<|startoftext|>,Pasta is made from a mixture of water and semolina flour.,<|and|>,Pasta can be divided in two main categories dried and fresh pasta.,<|notmiddleterm|>,is made from a mixture of water semolina flour.,<|and|>,can be divided in two main categories dried fresh .,<|so|>,fresh pasta is made frem a mixture of water and semolina,<|endoftext|>
2342,<|startoftext|>,it is easier to save money for investment activities because of direct trade with suppliers,<|and|>,retail businesses buy directly from manufacturers,<|notmiddleterm|>,it is easier to save money for investment activities because of ,<|and|>,retail businesses,<|so|>,it is easier for retail businesses to save money for investment activities.,<|endoftext|>
2129,<|startoftext|>,Newton explained the concept of universal gravitational.,<|and|>,The concept of universal gravitational justified tidal motions.,<|notmiddleterm|>,Newton explained,<|and|>, justified tidal motions.,<|so|>,Newton justified tidal motions.,<|endoftext|>
462,<|startoftext|>,The interaction between diesel fumes and heat increases ground level ozone,<|and|>,"When temperatures rise, pollution from cars react to heat",<|notmiddleterm|>, increases ground level ozone,<|and|>,"When temperatures rise, ",<|so|>,"When temperatures rise, ground level ozone increases",<|endoftext|>
2069,<|startoftext|>,The asteroid impact made a huge explosion.,<|and|>,A huge explosion wiped dinosaurs off the earth.,<|notmiddleterm|>,The asteroid impact made,<|and|>, wiped dinosaurs off the earth.,<|so|>,The asteroid impact wiped dinosaurs off the earth.,<|endoftext|>
400,<|startoftext|>,a new airport is set to be built in the south of the country,<|and|>,airports greatly facilitate access to the other parts of the country,<|notmiddleterm|>,a new is set to be built in the south of the country,<|and|>,greatly facilitate access to the other parts of the country,<|so|>,the southern part will have facilitated access to the other parts of the country,<|endoftext|>
2368,<|startoftext|>,"Skipping the market analysis step, might come out as costly",<|and|>,Most Startups get too excited to launch their product without testing the market,<|notmiddleterm|>,", might come out as costly",<|and|>,Most Startups get too excited to launch their product ,<|so|>,"Startups excitement about launching their product, might come out as costly",<|endoftext|>
8,<|startoftext|>,In cases of excessive technology use there is a possibility of becoming addicted to the phone and social media.,<|and|>,"people who are mobile-addicted, tend to feel uncomfortable in face-to-face communication.",<|notmiddleterm|>,In cases of excessive technology use there is a possibility ofand social media.,<|and|>,"people , tend to feel uncomfortable in face-to-face communication.",<|so|>,In cases of excessive technology use there is a possibility of feeling uncomfortable in face-to-face communication.,<|endoftext|>
1022,<|startoftext|>,"PVC is used in construction for pipe and in profile applications such as doors and windows. It is also used in making bottles, non-food packaging, and cards (such as bank or membership cards).",<|and|>,"PVC is the world's third-most widely produced synthetic plastic polymer, after polyethylene and polypropylene.",<|notmiddleterm|>,"is used in construction for pipe and in profile applications such as doors and windows. It is also used in making bottles, non-food packaging, and cards (such as bank or membership cards).",<|and|>,"is the world's third-most widely produced synthetic plastic polymer, after polyethylene and polypropylene.",<|so|>,"The world's third-most widely produced synthetic plastic polymer, after polyethylene and polypropylene, is used in construction for pipe and in profile applications such as doors and windows. It is also used in making bottles, non-food packaging, and cards (such as bank or membership cards).",<|endoftext|>
355,<|startoftext|>,true nobility is being superior to your former self,<|and|>,"Being better than yesterday, will bring the best for later days",<|notmiddleterm|>,true nobility is,<|and|>,", will bring the best for later days",<|so|>,true nobility will bring the best for later days,<|endoftext|>
343,<|startoftext|>,Dependent personalities usually can't make a decision about anything,<|and|>,either make a decision or a decision will be made for you,<|notmiddleterm|>,Dependent personalities usually can't about anything,<|and|>,either or  will be for you,<|so|>,usually decisions will be made for dependent people,<|endoftext|>
476,<|startoftext|>,Increased savings adds to the amount of money that banks can lend out,<|and|>,The rising incomes of rich people increases accumulated savings,<|notmiddleterm|>,adds to the amount of money that banks can lend out,<|and|>,The rising incomes of rich people ,<|so|>,The rising incomes of rich people increase the amount of money that banks can lend out,<|endoftext|>
121,<|startoftext|>,progressive democracy is simply referred to as parliamentary democracy because of its often centralised nature,<|and|>,"Within Marxist orthodoxy there is a hostility to what is commonly called ""liberal democracy""",<|notmiddleterm|>,progressive  is simply referred to asparliamentarydemocracybecause of its often centralised nature,<|and|>,Within Marxist orthodoxy there is a hostility to what is commonly called,<|so|>,Within Marxist orthodoxy there is a hostility to what is simply referred to as parliamentary democracy because of its often centralised nature,<|endoftext|>
1569,<|startoftext|>,"When you smoke, the poisons from the tar in your cigarettes enter your blood",<|and|>,Toxins of the resin in cigarettes make your blood vessels thicker.,<|notmiddleterm|>,"When you smoke, your",<|and|>,make your  vessels thicker.,<|so|>,smoking make your blood vessels thicker.,<|endoftext|>
140,<|startoftext|>,Short-Term Hire provides your company with a solution that responds quickly to your needs,<|and|>,"Traditionally, startups and smaller businesses hire freelancers for short-term",<|notmiddleterm|>, provides your company with a solution that responds quickly to your needs,<|and|>,"Traditionally, startups and smaller businesses freelancers ",<|so|>,startups that hire freelancers can respond quickly to their needs,<|endoftext|>
